"region","age","level of education","sex","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"SE31 North-Central Sweden","65-74 years","primary and secondary education 9-10 years (ISCED97 2)","men",1239,1235,1203,1145,1136,1153,1159,1129,1146,1131,1125,1133,1162,1211,1225,1247,1291,1383,1427,1456,1486,1593,1732,1908,2180,2508,2853,3274,3751,4411,5188,5823,6432,7138,7910,8376
"SE31 North-Central Sweden","65-74 years","primary and secondary education 9-10 years (ISCED97 2)","women",2633,2636,2677,2719,2782,2811,2802,2724,2715,2688,2686,2663,2672,2690,2683,2719,2755,2777,2861,2960,2993,3087,3196,3385,3567,3795,4121,4384,4706,5091,5442,5685,5924,6175,6427,6477
"SE31 North-Central Sweden","65-74 years","upper secondary education, 2 years or less (ISCED97 3C)","men",5466,5736,5916,6067,6172,6404,6517,6552,6669,6709,6618,6576,6611,6600,6565,6642,6740,6931,7125,7439,7768,8204,8728,9423,10271,11153,12183,13114,13990,14753,15437,16123,16787,17322,17647,18065
"SE31 North-Central Sweden","65-74 years","upper secondary education, 2 years or less (ISCED97 3C)","women",6217,6719,7154,7602,8046,8483,8870,9331,9635,9995,10143,10290,10602,10886,11126,11425,11735,12053,12482,13050,13409,13966,14661,15578,16799,17915,19048,20024,20917,21614,22185,22473,22529,22494,22069,21702
"SE31 North-Central Sweden","65-74 years","upper secondary education 3 years (ISCED97 3A)","men",2637,2841,3002,3161,3337,3475,3593,3673,3723,3777,3779,3811,3860,3851,3872,3955,4068,4235,4443,4673,4913,5182,5568,6030,6610,7189,7732,8195,8631,8897,9075,9131,9131,8925,8487,8017
"SE31 North-Central Sweden","65-74 years","upper secondary education 3 years (ISCED97 3A)","women",429,494,539,579,600,642,692,743,782,782,800,811,846,865,898,973,1022,1058,1139,1283,1394,1518,1671,1884,2163,2405,2662,3012,3319,3658,4005,4353,4712,4963,5249,5548
"SE31 North-Central Sweden","65-74 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",1022,1106,1189,1287,1342,1458,1548,1643,1697,1759,1763,1851,1933,1956,2030,2082,2158,2194,2296,2458,2600,2688,2872,3106,3416,3708,3990,4315,4646,5011,5374,5712,5980,6260,6416,6626
"SE31 North-Central Sweden","65-74 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",928,1020,1069,1116,1150,1225,1297,1346,1436,1557,1643,1722,1822,1956,2087,1914,2043,2187,2333,2530,2651,2810,3038,3304,3686,4097,4509,4944,5359,5785,6213,6572,6927,7278,7457,7711
"SE31 North-Central Sweden","65-74 years","post-secondary education 3 years or more (ISCED97 5A)","men",1167,1186,1246,1297,1379,1458,1521,1597,1725,1801,1889,1983,2109,2172,2238,2338,2442,2502,2594,2652,2760,2895,3083,3396,3799,4133,4535,4927,5328,5638,5843,5995,6086,6102,5984,5932
"SE31 North-Central Sweden","65-74 years","post-secondary education 3 years or more (ISCED97 5A)","women",668,694,722,768,869,908,1009,1099,1233,1330,1451,1603,1746,1857,1973,2460,2682,2872,3087,3296,3472,3688,3989,4354,4746,5070,5431,5841,6286,6712,7090,7411,7704,7834,7986,8217
"SE31 North-Central Sweden","65-74 years","post-graduate education (ISCED97 6)","men",69,68,74,79,80,81,85,91,93,101,105,110,118,131,133,142,159,172,193,202,223,232,260,281,303,328,328,340,331,329,333,339,326,325,309,305
"SE31 North-Central Sweden","65-74 years","post-graduate education (ISCED97 6)","women",8,9,9,13,15,10,11,12,14,14,13,15,15,12,15,19,23,31,36,43,53,59,64,70,74,87,95,103,106,112,111,127,135,150,161,164
"SE31 North-Central Sweden","65-74 years","no information about level of educational attainment","men",1198,1134,1089,1090,1083,1085,966,880,765,697,635,550,471,396,343,286,333,356,408,434,471,522,571,605,626,634,638,633,611,575,564,526,511,522,496,494
"SE31 North-Central Sweden","65-74 years","no information about level of educational attainment","women",1897,1680,1557,1489,1419,1364,1214,1055,958,903,819,736,633,517,441,359,365,376,388,418,428,447,479,502,524,543,556,548,515,493,477,475,444,426,445,450
"SE32 Central Norrland","16-24 years","primary and secondary education less than 9 years (ISCED97 1)","men",5,21,15,40,33,139,86,90,63,72,76,49,35,27,13,9,17,50,80,106,112,123,150,169,180,219,268,267,266,301,309,320,359,332,336,314
"SE32 Central Norrland","16-24 years","primary and secondary education less than 9 years (ISCED97 1)","women",11,33,19,34,27,85,59,63,46,70,68,60,42,32,25,18,19,47,67,83,97,98,133,147,151,170,181,200,205,234,235,224,202,188,166,137
"SE32 Central Norrland","16-24 years","primary and secondary education 9-10 years (ISCED97 2)","men",9397,9051,8747,8690,8674,8742,8548,8223,7871,7734,8523,8444,8477,8699,8885,8711,8676,8914,8740,8801,8969,9340,9562,9606,9519,9240,8747,8265,7735,7599,7472,7420,7549,7719,7868,8025
"SE32 Central Norrland","16-24 years","primary and secondary education 9-10 years (ISCED97 2)","women",9458,9098,8914,8934,8782,8614,8579,8280,7906,7554,8231,8138,8019,7953,8048,7735,7669,7836,7856,8055,8197,8606,8741,8763,8458,8185,7879,7444,6926,6623,6449,6490,6526,6665,6945,7228
"SE32 Central Norrland","16-24 years","upper secondary education, 2 years or less (ISCED97 3C)","men",10154,10343,10638,10692,10448,10297,9534,8678,7912,6826,4857,3474,2369,1408,744,773,852,1025,942,861,718,825,994,1033,1037,1010,975,911,777,770,778,771,717,658,647,739
"SE32 Central Norrland","16-24 years","upper secondary education, 2 years or less (ISCED97 3C)","women",8295,8274,8336,8389,8101,8050,7354,6780,6253,5572,3933,2774,1936,1177,619,604,621,748,679,623,533,618,719,709,766,788,745,677,619,579,570,542,512,493,484,463
"SE32 Central Norrland","16-24 years","upper secondary education 3 years (ISCED97 3A)","men",2468,2533,2517,2508,2608,3113,3571,3941,4550,5355,6254,7385,8054,8209,8161,7663,7655,7367,7743,8044,8381,8406,8447,8800,9097,9240,9410,9537,9702,9457,9055,8681,8154,7819,7546,7554
"SE32 Central Norrland","16-24 years","upper secondary education 3 years (ISCED97 3A)","women",3208,3348,3543,3630,3735,4145,4396,4299,4679,5152,5804,6434,6726,6996,6951,6616,6514,6321,6509,6720,7100,7269,7578,7884,8250,8366,8319,8331,8297,8190,7750,7358,6977,6704,6407,6157
"SE32 Central Norrland","16-24 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",1298,1507,1590,1661,1716,1971,1846,1954,2083,2163,1986,1860,1751,1729,1616,1629,1394,1248,1038,960,928,925,894,917,900,1093,1201,1252,1211,1189,1203,1199,1064,961,897,859
"SE32 Central Norrland","16-24 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",675,831,859,945,972,1247,1228,1755,1922,2152,2026,2068,2083,1964,1944,1835,1771,1765,1695,1598,1611,1597,1538,1484,1580,1789,1944,1901,1831,1789,1735,1623,1476,1306,1279,1208
"SE32 Central Norrland","16-24 years","post-secondary education 3 years or more (ISCED97 5A)","men",35,61,55,65,50,95,83,54,52,44,45,43,44,30,38,235,209,211,208,198,157,183,165,148,147,143,160,198,228,239,198,224,206,166,158,178
"SE32 Central Norrland","16-24 years","post-secondary education 3 years or more (ISCED97 5A)","women",99,145,149,146,146,196,166,106,108,135,174,242,286,284,231,513,492,491,497,467,461,435,400,359,351,396,411,458,496,543,523,510,483,454,348,332
"SE32 Central Norrland","16-24 years","post-graduate education (ISCED97 6)","men",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"SE32 Central Norrland","16-24 years","post-graduate education (ISCED97 6)","women",0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"SE32 Central Norrland","16-24 years","no information about level of educational attainment","men",1490,1271,1195,1144,1208,215,454,524,622,579,456,466,488,570,602,662,742,688,776,875,889,916,990,1008,1037,1098,1041,1047,1147,1099,1116,1280,1415,1470,1510,1235
"SE32 Central Norrland","16-24 years","no information about level of educational attainment","women",945,785,778,730,789,149,349,390,526,469,373,376,372,426,425,446,434,391,560,615,678,695,657,683,746,769,715,739,801,761,813,871,886,837,778,703
"SE32 Central Norrland","25-34 years","primary and secondary education less than 9 years (ISCED97 1)","men",459,310,196,146,93,304,261,248,208,250,236,234,178,146,130,109,99,89,110,120,132,167,210,231,282,309,358,390,453,559,660,790,796,718,691,606
"SE32 Central Norrland","25-34 years","primary and secondary education less than 9 years (ISCED97 1)","women",292,222,153,125,91,178,162,161,149,218,198,180,141,117,125,103,103,107,124,153,180,209,244,280,292,312,373,415,452,533,606,656,664,659,644,619
"SE32 Central Norrland","25-34 years","primary and secondary education 9-10 years (ISCED97 2)","men",6354,5860,5277,4581,3871,4275,4015,3731,3506,3323,3174,3064,3115,3001,2858,1934,1757,1705,1788,1910,1929,2001,1984,1943,1964,2041,2109,2101,2098,2093,2174,2193,2243,2286,2292,2325
"SE32 Central Norrland","25-34 years","primary and secondary education 9-10 years (ISCED97 2)","women",5396,5142,4919,4626,4042,3417,3263,2874,2703,2599,2497,2486,2608,2640,2592,1713,1545,1463,1432,1469,1413,1385,1360,1354,1303,1296,1295,1302,1303,1231,1279,1321,1361,1382,1386,1397
"SE32 Central Norrland","25-34 years","upper secondary education, 2 years or less (ISCED97 3C)","men",10486,10939,11302,11881,12435,13387,13656,13871,13875,13929,13857,13673,13298,12606,11659,10470,9094,7618,6428,5395,4546,3639,2944,2375,1930,1729,1711,1877,2065,2161,2169,2266,2312,2318,2319,2263
"SE32 Central Norrland","25-34 years","upper secondary education, 2 years or less (ISCED97 3C)","women",9938,10083,10164,10319,10853,11813,11700,11686,11521,11347,11089,10792,10280,9632,8797,7252,6232,5174,4350,3674,3106,2539,2113,1825,1513,1347,1310,1387,1495,1546,1552,1621,1632,1620,1608,1602
"SE32 Central Norrland","25-34 years","upper secondary education 3 years (ISCED97 3A)","men",2524,2343,2225,2136,2056,2356,2332,2353,2359,2501,2456,2500,2781,3096,3557,4572,5167,5871,6484,7025,7587,8116,8562,8860,9119,9369,9508,9441,9613,10027,10495,10949,11321,11570,11752,11725
"SE32 Central Norrland","25-34 years","upper secondary education 3 years (ISCED97 3A)","women",2009,1954,1904,1964,2132,2646,2903,3020,3208,3410,3550,3530,3614,3626,3751,4958,5218,5558,5778,5848,5882,6036,6094,6172,6211,6327,6362,6333,6502,6768,7186,7541,7790,7920,7990,7999
"SE32 Central Norrland","25-34 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",2427,2415,2493,2519,2649,3088,3197,3503,3752,4052,4212,4381,4363,4279,4272,3710,3540,3329,3188,3018,2869,2757,2633,2494,2480,2433,2477,2560,2636,2838,2998,3157,3267,3263,3225,3187
"SE32 Central Norrland","25-34 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",3327,3254,3198,3135,3094,3576,3569,3770,3805,3968,3972,4216,4323,4387,4369,3665,3518,3299,3159,3058,2947,2742,2604,2513,2533,2590,2677,2810,2912,2987,3070,3211,3428,3456,3430,3440
"SE32 Central Norrland","25-34 years","post-secondary education 3 years or more (ISCED97 5A)","men",1576,1505,1429,1410,1553,1726,1660,1568,1503,1543,1496,1470,1455,1501,1501,2265,2437,2721,2950,3197,3319,3426,3402,3400,3268,3110,2973,2924,2910,2947,2938,2976,2960,3063,3093,3140
"SE32 Central Norrland","25-34 years","post-secondary education 3 years or more (ISCED97 5A)","women",1652,1618,1555,1527,1547,1635,1664,1650,1666,1790,1814,1925,2060,2243,2450,3618,3911,4361,4803,5284,5613,5900,6071,6129,5975,5814,5720,5799,5762,5786,5790,5960,5974,6118,6276,6403
"SE32 Central Norrland","25-34 years","post-graduate education (ISCED97 6)","men",23,27,21,18,22,23,17,15,18,26,25,30,33,29,39,31,34,37,36,43,55,62,51,56,47,41,46,44,47,39,29,32,29,31,30,26
"SE32 Central Norrland","25-34 years","post-graduate education (ISCED97 6)","women",16,18,12,10,14,4,6,6,6,11,13,16,14,18,21,28,26,27,25,26,30,37,35,38,45,32,35,39,27,29,29,20,21,18,22,28
"SE32 Central Norrland","25-34 years","no information about level of educational attainment","men",1945,1918,2008,2184,2423,323,516,556,688,316,274,283,188,207,181,163,208,203,253,251,316,386,387,444,503,569,518,520,579,578,570,680,696,702,710,667
"SE32 Central Norrland","25-34 years","no information about level of educational attainment","women",1195,1140,1180,1220,1315,184,347,403,565,228,215,214,194,201,143,165,169,177,216,237,269,297,283,315,357,380,344,355,377,377,386,434,451,462,488,479
"SE32 Central Norrland","35-44 years","primary and secondary education less than 9 years (ISCED97 1)","men",6884,6120,5339,4478,3571,2672,1990,1431,1071,836,621,483,382,342,285,225,207,184,193,196,189,195,196,198,214,227,248,282,315,368,430,488,520,556,579,590
"SE32 Central Norrland","35-44 years","primary and secondary education less than 9 years (ISCED97 1)","women",5336,4620,3902,3223,2445,1764,1284,897,630,525,414,339,274,235,203,169,174,165,183,189,179,200,232,287,324,362,394,431,456,515,585,597,635,650,650,617
"SE32 Central Norrland","35-44 years","primary and secondary education 9-10 years (ISCED97 2)","men",4086,4572,5087,5783,6301,5651,5747,5693,5628,5481,5248,5027,4771,4506,4207,3537,3283,3035,2793,2580,2402,2272,2203,2074,1935,1779,1622,1578,1622,1718,1750,1818,1836,1804,1792,1878
"SE32 Central Norrland","35-44 years","primary and secondary education 9-10 years (ISCED97 2)","women",3996,4208,4450,4749,4817,4283,4228,3839,3689,3494,3394,3215,3091,3018,2904,2184,2059,1910,1768,1684,1564,1504,1488,1418,1356,1269,1192,1143,1117,1168,1127,1122,1120,1112,1075,1068
"SE32 Central Norrland","35-44 years","upper secondary education, 2 years or less (ISCED97 3C)","men",8413,8750,9085,9132,8978,10258,10416,10723,10963,11118,11292,11518,11619,11837,12206,12575,12729,12908,12856,12803,12689,12533,12239,11685,10812,9804,8653,7360,6342,5432,4734,3966,3386,2814,2412,2239
"SE32 Central Norrland","35-44 years","upper secondary education, 2 years or less (ISCED97 3C)","women",10462,10616,10731,10689,10788,11260,11028,11271,11157,11265,11250,11194,11093,10983,10955,10462,10105,9687,9305,8877,8490,8165,7685,7233,6670,6046,5345,4610,4075,3551,3086,2648,2321,2029,1786,1635
"SE32 Central Norrland","35-44 years","upper secondary education 3 years (ISCED97 3A)","men",4184,4136,4055,3912,3659,3846,3611,3438,3148,2922,2730,2605,2427,2251,2141,2398,2451,2542,2586,2677,2761,2874,3112,3422,3941,4409,4895,5612,6156,6649,7124,7640,8029,8269,8494,8748
"SE32 Central Norrland","35-44 years","upper secondary education 3 years (ISCED97 3A)","women",1418,1538,1680,1805,1921,2193,2267,2294,2265,2296,2274,2269,2215,2161,2192,3188,3552,3905,4222,4404,4592,4685,4811,4917,4952,4971,5024,5125,5178,5203,5296,5405,5392,5405,5402,5459
"SE32 Central Norrland","35-44 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",2247,2420,2510,2619,2784,3228,3268,3347,3357,3462,3412,3387,3410,3460,3468,3460,3535,3583,3744,3750,3756,3830,3769,3674,3629,3596,3500,3344,3210,3130,3077,2994,3007,3000,3016,2971
"SE32 Central Norrland","35-44 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",2883,3087,3233,3328,3509,4077,4207,4384,4461,4534,4520,4561,4494,4473,4465,4260,4252,4247,4272,4182,4072,4037,3955,3832,3698,3555,3400,3180,2993,2884,2788,2725,2675,2748,2780,2847
"SE32 Central Norrland","35-44 years","post-secondary education 3 years or more (ISCED97 5A)","men",2923,3004,2996,2952,3086,3096,2961,2820,2664,2594,2473,2371,2283,2185,2182,2316,2306,2442,2501,2593,2717,2917,3099,3324,3527,3711,3871,3949,4079,4236,4383,4444,4515,4464,4451,4459
"SE32 Central Norrland","35-44 years","post-secondary education 3 years or more (ISCED97 5A)","women",2908,3007,3024,3037,3069,3076,3063,2937,2834,2739,2651,2590,2600,2620,2661,3167,3323,3526,3673,3950,4413,4845,5333,5751,6168,6543,6855,7129,7439,7769,8010,8163,8283,8284,8272,8310
"SE32 Central Norrland","35-44 years","post-graduate education (ISCED97 6)","men",133,131,123,112,114,70,76,69,68,73,79,82,86,84,86,97,94,94,107,116,127,141,145,152,153,159,160,154,163,158,149,144,151,131,137,139
"SE32 Central Norrland","35-44 years","post-graduate education (ISCED97 6)","women",72,72,65,65,65,18,18,11,16,25,26,25,27,23,24,30,40,36,46,55,64,78,89,99,113,124,125,119,128,134,133,142,152,156,154,148
"SE32 Central Norrland","35-44 years","no information about level of educational attainment","men",850,831,867,872,949,191,268,315,400,203,186,179,154,160,134,139,134,122,126,146,147,159,172,201,182,198,199,235,255,259,295,374,352,391,449,476
"SE32 Central Norrland","35-44 years","no information about level of educational attainment","women",522,501,546,557,624,94,132,165,277,153,152,152,132,135,101,105,115,119,143,150,154,178,164,164,178,190,177,198,214,214,231,282,289,298,303,279
"SE32 Central Norrland","45-54 years","primary and secondary education less than 9 years (ISCED97 1)","men",10245,9765,9449,9244,9016,8769,8463,8044,7457,6832,6227,5552,4799,4015,3273,2402,1790,1276,953,713,516,396,342,326,296,280,276,262,277,303,313,360,381,380,386,390
"SE32 Central Norrland","45-54 years","primary and secondary education less than 9 years (ISCED97 1)","women",9613,9050,8622,8348,7762,7024,6660,5840,5243,4643,4156,3602,3051,2493,1984,1447,1044,769,558,430,355,284,276,268,269,279,317,335,376,405,436,455,488,515,548,570
"SE32 Central Norrland","45-54 years","primary and secondary education 9-10 years (ISCED97 2)","men",901,950,1063,1203,1403,1650,1971,2241,2624,3044,3486,3896,4293,4725,5064,4936,5001,5066,4998,4859,4633,4405,4120,3867,3565,3346,3121,2871,2666,2473,2326,2212,2135,1999,1867,1704
"SE32 Central Norrland","45-54 years","primary and secondary education 9-10 years (ISCED97 2)","women",1803,1902,1968,2099,2212,2363,2569,2543,2646,2798,2950,3070,3250,3519,3641,3229,3102,3024,2905,2755,2620,2452,2258,2126,1970,1835,1757,1632,1543,1467,1377,1348,1330,1268,1200,1158
"SE32 Central Norrland","45-54 years","upper secondary education, 2 years or less (ISCED97 3C)","men",4833,5086,5401,5845,6245,6701,7185,7574,8005,8415,8784,9028,9387,9482,9498,10117,10312,10543,10741,10884,11082,11290,11346,11551,11877,12068,12258,12473,12439,12364,12265,12140,11835,11322,10565,9611
"SE32 Central Norrland","45-54 years","upper secondary education, 2 years or less (ISCED97 3C)","women",6318,6518,6886,7392,8107,8888,9499,10442,10934,11204,11387,11543,11588,11291,11158,11197,10940,10790,10487,10341,10136,9954,9739,9489,9346,9145,8920,8654,8404,8139,7855,7589,7167,6767,6292,5750
"SE32 Central Norrland","45-54 years","upper secondary education 3 years (ISCED97 3A)","men",2429,2544,2694,2908,3040,3464,3647,3829,4063,4217,4313,4277,4225,4112,3943,3706,3512,3386,3160,2943,2837,2757,2662,2569,2546,2537,2552,2590,2633,2720,2800,2901,3171,3471,3933,4399
"SE32 Central Norrland","45-54 years","upper secondary education 3 years (ISCED97 3A)","women",510,544,577,651,756,1053,1160,1332,1510,1626,1733,1833,1994,2101,2173,2357,2459,2604,2703,2815,2895,3015,3128,3263,3456,3727,3976,4199,4397,4535,4665,4705,4811,4874,4864,4853
"SE32 Central Norrland","45-54 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",1377,1424,1491,1602,1688,2006,2129,2289,2448,2602,2768,2951,3089,3183,3255,3344,3409,3446,3463,3485,3405,3362,3405,3428,3435,3491,3559,3607,3726,3763,3819,3927,3869,3867,3812,3812
"SE32 Central Norrland","45-54 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",1453,1538,1661,1778,1914,2384,2574,2828,3057,3308,3509,3720,3905,4081,4231,3815,3932,4007,4153,4196,4026,3991,3972,3971,3975,4000,4002,4009,4009,3929,3926,3951,3974,3911,3782,3654
"SE32 Central Norrland","45-54 years","post-secondary education 3 years or more (ISCED97 5A)","men",1470,1510,1620,1741,2171,2459,2683,2838,3041,3224,3330,3350,3324,3279,3182,3173,3038,2966,2811,2725,2667,2606,2582,2551,2575,2622,2672,2777,2849,2900,3013,3185,3364,3572,3766,3970
"SE32 Central Norrland","45-54 years","post-secondary education 3 years or more (ISCED97 5A)","women",1585,1652,1753,1888,2087,2303,2505,2744,2936,3134,3322,3420,3486,3497,3517,4036,4068,4037,3982,3962,4088,4175,4281,4363,4488,4650,4770,4953,5073,5220,5474,5771,6139,6472,6926,7303
"SE32 Central Norrland","45-54 years","post-graduate education (ISCED97 6)","men",96,106,112,128,144,138,140,139,132,125,115,113,111,105,99,94,110,122,123,131,121,116,127,131,137,146,138,137,139,155,175,179,185,209,221,224
"SE32 Central Norrland","45-54 years","post-graduate education (ISCED97 6)","women",12,18,23,29,34,9,14,23,26,28,29,30,30,33,35,39,43,38,36,38,47,52,54,64,75,83,100,110,107,121,127,138,142,147,150,168
"SE32 Central Norrland","45-54 years","no information about level of educational attainment","men",463,460,456,477,528,100,138,153,188,142,138,144,108,123,97,99,100,86,99,92,89,122,104,128,134,130,110,122,140,130,143,192,179,187,197,199
"SE32 Central Norrland","45-54 years","no information about level of educational attainment","women",325,312,320,325,351,72,89,92,130,95,106,110,81,85,80,74,72,67,81,78,84,122,99,112,127,124,115,126,119,119,114,151,176,198,211,214
"SE32 Central Norrland","55-64 years","primary and secondary education less than 9 years (ISCED97 1)","men",13973,13331,12696,12155,11567,11245,10825,10357,9946,9600,9226,8903,8588,8403,8242,7891,7617,7277,6769,6156,5622,5013,4357,3655,2978,2342,1748,1257,954,731,553,449,397,373,354,336
"SE32 Central Norrland","55-64 years","primary and secondary education less than 9 years (ISCED97 1)","women",14987,14203,13625,12906,12215,11479,10828,9988,9446,8898,8282,7690,7199,6903,6523,6037,5687,5240,4755,4203,3729,3272,2773,2266,1799,1425,1049,790,594,489,423,385,369,365,376,377
"SE32 Central Norrland","55-64 years","primary and secondary education 9-10 years (ISCED97 2)","men",678,695,686,673,663,653,661,686,694,749,804,844,968,1110,1340,1473,1766,2064,2407,2781,3180,3531,3860,4192,4484,4705,4761,4813,4752,4546,4353,4110,3818,3599,3318,3128
"SE32 Central Norrland","55-64 years","primary and secondary education 9-10 years (ISCED97 2)","women",1370,1348,1378,1389,1358,1323,1354,1345,1394,1453,1533,1581,1611,1761,1923,2017,2150,2289,2423,2569,2695,2803,2927,2994,3038,3071,2943,2881,2758,2607,2449,2297,2114,1969,1860,1729
"SE32 Central Norrland","55-64 years","upper secondary education, 2 years or less (ISCED97 3C)","men",4005,4019,4039,4059,4087,4126,4234,4395,4462,4612,4716,4916,5161,5516,5923,6571,7044,7400,7849,8250,8594,8879,9199,9334,9341,9473,9659,9892,10144,10303,10494,10730,10766,10947,11281,11522
"SE32 Central Norrland","55-64 years","upper secondary education, 2 years or less (ISCED97 3C)","women",5159,5257,5347,5459,5599,5842,5964,6396,6600,6884,7095,7316,7673,8122,8599,9316,9922,10404,10787,11044,11236,11326,11355,11188,10984,10613,10350,10178,9898,9757,9588,9406,9189,8983,8848,8667
"SE32 Central Norrland","55-64 years","upper secondary education 3 years (ISCED97 3A)","men",1896,1862,1871,1871,1878,2054,2141,2231,2274,2404,2491,2599,2745,2919,3097,3285,3481,3629,3847,3961,4015,4022,3987,3891,3771,3592,3446,3307,3073,2859,2749,2663,2617,2533,2504,2524
"SE32 Central Norrland","55-64 years","upper secondary education 3 years (ISCED97 3A)","women",333,329,339,339,348,419,445,484,508,563,628,707,756,818,923,1055,1154,1295,1450,1594,1733,1863,2053,2211,2365,2435,2561,2662,2700,2831,2921,3051,3176,3296,3475,3747
"SE32 Central Norrland","55-64 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",925,947,1006,1039,1076,1173,1217,1255,1306,1388,1466,1517,1604,1743,1869,1962,2093,2249,2387,2531,2742,2900,3006,3096,3188,3287,3332,3380,3361,3371,3283,3240,3269,3336,3357,3451
"SE32 Central Norrland","55-64 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",760,787,801,868,932,1165,1270,1369,1442,1571,1644,1762,1875,2037,2187,2004,2168,2340,2581,2769,2937,3095,3263,3379,3525,3643,3735,3797,3856,3906,3888,3865,3844,3847,3895,3947
"SE32 Central Norrland","55-64 years","post-secondary education 3 years or more (ISCED97 5A)","men",1023,1064,1112,1143,1243,1274,1299,1354,1409,1481,1538,1609,1716,1862,2035,2313,2548,2650,2870,3036,3166,3208,3188,3176,3124,3015,2902,2839,2715,2646,2605,2566,2537,2491,2536,2629
"SE32 Central Norrland","55-64 years","post-secondary education 3 years or more (ISCED97 5A)","women",749,843,951,1028,1111,1137,1228,1294,1368,1474,1543,1612,1723,1866,2018,2603,2784,3037,3222,3433,3693,3837,3918,4012,4094,4145,4193,4157,4198,4146,4131,4176,4257,4337,4456,4630
"SE32 Central Norrland","55-64 years","post-graduate education (ISCED97 6)","men",65,68,74,74,64,57,61,62,71,82,91,99,103,115,125,130,133,135,135,130,131,128,137,133,139,134,144,154,146,139,136,139,142,144,144,151
"SE32 Central Norrland","55-64 years","post-graduate education (ISCED97 6)","women",11,12,10,13,12,10,8,7,9,12,13,14,16,17,16,20,29,40,49,51,54,53,53,53,58,61,61,58,65,69,84,83,88,101,110,116
"SE32 Central Norrland","55-64 years","no information about level of educational attainment","men",562,518,500,481,468,59,68,67,92,90,95,93,82,82,98,111,114,110,111,106,100,110,109,118,105,101,94,91,96,87,96,105,117,131,129,149
"SE32 Central Norrland","55-64 years","no information about level of educational attainment","women",475,423,377,351,332,42,63,64,100,107,121,135,112,92,84,88,81,76,77,69,75,82,73,83,75,88,69,82,72,66,71,80,89,106,121,139
"SE32 Central Norrland","65-74 years","primary and secondary education less than 9 years (ISCED97 1)","men",15005,14792,14492,14068,13683,13249,12923,12620,12276,11960,11420,10901,10422,9977,9583,9249,8899,8577,8327,8096,7799,7542,7326,7174,7054,6917,6727,6412,5924,5393,4908,4371,3786,3125,2546,1968
"SE32 Central Norrland","65-74 years","primary and secondary education less than 9 years (ISCED97 1)","women",17151,17096,16719,16371,15996,15805,15364,14930,14380,13944,13216,12535,11897,11221,10647,9975,9341,8801,8344,7886,7331,6798,6390,6116,5761,5410,5127,4703,4256,3783,3369,2943,2515,2060,1626,1277
"SE32 Central Norrland","65-74 years","primary and secondary education 9-10 years (ISCED97 2)","men",518,512,516,521,549,560,558,560,570,575,549,566,554,552,532,549,559,583,608,667,695,732,824,944,1140,1302,1596,1854,2184,2553,2926,3258,3567,3826,4080,4221
"SE32 Central Norrland","65-74 years","primary and secondary education 9-10 years (ISCED97 2)","women",1032,1075,1086,1115,1151,1183,1209,1205,1181,1193,1156,1150,1178,1154,1136,1134,1162,1189,1256,1330,1408,1459,1489,1574,1724,1873,2023,2162,2297,2437,2557,2646,2770,2823,2845,2789
"SE32 Central Norrland","65-74 years","upper secondary education, 2 years or less (ISCED97 3C)","men",2668,2836,2981,3082,3143,3249,3296,3325,3360,3385,3386,3377,3409,3403,3447,3522,3633,3780,3877,4039,4158,4372,4639,5013,5432,5804,6167,6443,6807,7150,7418,7641,7887,8019,8136,8352
"SE32 Central Norrland","65-74 years","upper secondary education, 2 years or less (ISCED97 3C)","women",2744,3031,3285,3479,3727,4010,4217,4438,4655,4825,4999,5137,5251,5392,5508,5619,5758,5970,6134,6393,6573,6761,7126,7626,8080,8586,9113,9536,9904,10106,10216,10260,10232,10117,9964,9730
"SE32 Central Norrland","65-74 years","upper secondary education 3 years (ISCED97 3A)","men",1006,1110,1226,1321,1392,1468,1533,1600,1659,1700,1708,1724,1715,1744,1789,1826,1893,2001,2047,2169,2258,2374,2498,2663,2835,3028,3200,3308,3506,3606,3664,3640,3640,3587,3458,3325
